"","date","HCP_TYPE","APPT_MODE","appts","tot","appts_pcn","tot_pcn","apps_all","tot_all","final_percentage"
"74",2019-03-01,"GP","Unknown",325171,13417666,0,0,325171,13417666,2.42
"75",2019-03-01,"GP","Video/Online",97287,13417666,0,0,97287,13417666,0.73
"76",2019-04-01,"GP","Face-to-Face",9593384,12377422,0,0,9593384,12377422,77.51
"77",2019-04-01,"GP","Home Visit",93777,12377422,0,0,93777,12377422,0.76
"78",2019-04-01,"GP","Telephone",2304956,12377422,0,0,2304956,12377422,18.62
"79",2019-04-01,"GP","Unknown",299365,12377422,0,0,299365,12377422,2.42
"80",2019-04-01,"GP","Video/Online",85940,12377422,0,0,85940,12377422,0.69
"81",2019-05-01,"GP","Face-to-Face",10012055,12848168,0,0,10012055,12848168,77.93
"82",2019-05-01,"GP","Home Visit",94571,12848168,0,0,94571,12848168,0.74
"83",2019-05-01,"GP","Telephone",2367260,12848168,0,0,2367260,12848168,18.42
"84",2019-05-01,"GP","Unknown",278804,12848168,0,0,278804,12848168,2.17
"85",2019-05-01,"GP","Video/Online",95478,12848168,0,0,95478,12848168,0.74
"86",2019-06-01,"GP","Face-to-Face",9420603,12066417,0,0,9420603,12066417,78.07
"87",2019-06-01,"GP","Home Visit",86500,12066417,0,0,86500,12066417,0.72
"88",2019-06-01,"GP","Telephone",2210969,12066417,0,0,2210969,12066417,18.32
"89",2019-06-01,"GP","Unknown",252398,12066417,0,0,252398,12066417,2.09
"90",2019-06-01,"GP","Video/Online",95947,12066417,0,0,95947,12066417,0.8
"91",2019-07-01,"GP","Face-to-Face",10579411,13809937,0,0,10579411,13809937,76.61
"92",2019-07-01,"GP","Home Visit",100281,13809937,0,0,100281,13809937,0.73
"93",2019-07-01,"GP","Telephone",2511933,13809937,0,0,2511933,13809937,18.19
"94",2019-07-01,"GP","Unknown",496281,13809937,0,0,496281,13809937,3.59
"95",2019-07-01,"GP","Video/Online",122031,13809937,0,0,122031,13809937,0.88
"96",2019-08-01,"GP","Face-to-Face",9078889,11884934,0,0,9078889,11884934,76.39
"97",2019-08-01,"GP","Home Visit",88753,11884934,0,0,88753,11884934,0.75
"98",2019-08-01,"GP","Telephone",2189016,11884934,0,0,2189016,11884934,18.42
"99",2019-08-01,"GP","Unknown",420842,11884934,0,0,420842,11884934,3.54
"100",2019-08-01,"GP","Video/Online",107434,11884934,0,0,107434,11884934,0.9
"101",2019-09-01,"GP","Face-to-Face",10156839,13149257,0,0,10156839,13149257,77.24
"102",2019-09-01,"GP","Home Visit",94682,13149257,0,0,94682,13149257,0.72
"103",2019-09-01,"GP","Telephone",2328443,13149257,0,0,2328443,13149257,17.71
"104",2019-09-01,"GP","Unknown",444026,13149257,0,0,444026,13149257,3.38
"105",2019-09-01,"GP","Video/Online",125267,13149257,0,0,125267,13149257,0.95
"106",2019-10-01,"GP","Face-to-Face",11155336,14413109,0,0,11155336,14413109,77.4
"107",2019-10-01,"GP","Home Visit",109026,14413109,0,0,109026,14413109,0.76
"108",2019-10-01,"GP","Telephone",2554675,14413109,0,0,2554675,14413109,17.72
"109",2019-10-01,"GP","Unknown",459657,14413109,0,0,459657,14413109,3.19
"110",2019-10-01,"GP","Video/Online",134415,14413109,0,0,134415,14413109,0.93
"111",2019-11-01,"GP","Face-to-Face",10329197,13408859,0,0,10329197,13408859,77.03
"112",2019-11-01,"GP","Home Visit",102507,13408859,0,0,102507,13408859,0.76
"113",2019-11-01,"GP","Telephone",2443314,13408859,0,0,2443314,13408859,18.22
"114",2019-11-01,"GP","Unknown",410210,13408859,0,0,410210,13408859,3.06
"115",2019-11-01,"GP","Video/Online",123631,13408859,0,0,123631,13408859,0.92
"116",2019-12-01,"GP","Face-to-Face",9366513,12243615,0,0,9366513,12243615,76.5
"117",2019-12-01,"GP","Home Visit",98851,12243615,0,0,98851,12243615,0.81
"118",2019-12-01,"GP","Telephone",2302210,12243615,0,0,2302210,12243615,18.8
"119",2019-12-01,"GP","Unknown",365041,12243615,0,0,365041,12243615,2.98
"120",2019-12-01,"GP","Video/Online",111000,12243615,0,0,111000,12243615,0.91
"121",2020-01-01,"GP","Face-to-Face",10879889,14168791,0,0,10879889,14168791,76.79
"122",2020-01-01,"GP","Home Visit",111549,14168791,0,0,111549,14168791,0.79
"123",2020-01-01,"GP","Telephone",2621975,14168791,0,0,2621975,14168791,18.51
"124",2020-01-01,"GP","Unknown",416298,14168791,0,0,416298,14168791,2.94
"125",2020-01-01,"GP","Video/Online",139080,14168791,0,0,139080,14168791,0.98
"126",2020-02-01,"GP","Face-to-Face",9542555,12467777,0,0,9542555,12467777,76.54
"127",2020-02-01,"GP","Home Visit",94547,12467777,0,0,94547,12467777,0.76
"128",2020-02-01,"GP","Telephone",2344939,12467777,0,0,2344939,12467777,18.81
"129",2020-02-01,"GP","Unknown",363998,12467777,0,0,363998,12467777,2.92
"130",2020-02-01,"GP","Video/Online",121738,12467777,0,0,121738,12467777,0.98
"131",2020-03-01,"GP","Face-to-Face",7511141,12839803,0,0,7511141,12839803,58.5
"132",2020-03-01,"GP","Home Visit",69132,12839803,0,0,69132,12839803,0.54
"133",2020-03-01,"GP","Telephone",4801892,12839803,0,0,4801892,12839803,37.4
"134",2020-03-01,"GP","Unknown",372337,12839803,0,0,372337,12839803,2.9
"135",2020-03-01,"GP","Video/Online",85301,12839803,0,0,85301,12839803,0.66
"136",2020-04-01,"GP","Face-to-Face",3192953,8795842,0,0,3192953,8795842,36.3
"137",2020-04-01,"GP","Home Visit",32911,8795842,0,0,32911,8795842,0.37
"138",2020-04-01,"GP","Telephone",5307002,8795842,0,0,5307002,8795842,60.34
"139",2020-04-01,"GP","Unknown",239913,8795842,0,0,239913,8795842,2.73
"140",2020-04-01,"GP","Video/Online",23063,8795842,0,0,23063,8795842,0.26
"141",2020-05-01,"GP","Face-to-Face",3275673,8925453,0,0,3275673,8925453,36.7
"142",2020-05-01,"GP","Home Visit",35095,8925453,0,0,35095,8925453,0.39
"143",2020-05-01,"GP","Telephone",5364237,8925453,0,0,5364237,8925453,60.1
"144",2020-05-01,"GP","Unknown",229916,8925453,0,0,229916,8925453,2.58
"145",2020-05-01,"GP","Video/Online",20532,8925453,0,0,20532,8925453,0.23
"146",2020-06-01,"GP","Face-to-Face",3942444,11054055,0,0,3942444,11054055,35.67
"147",2020-06-01,"GP","Home Visit",43482,11054055,0,0,43482,11054055,0.39
"148",2020-06-01,"GP","Telephone",6773014,11054055,0,0,6773014,11054055,61.27
"149",2020-06-01,"GP","Unknown",265890,11054055,0,0,265890,11054055,2.41
"150",2020-06-01,"GP","Video/Online",29225,11054055,0,0,29225,11054055,0.26
"151",2020-07-01,"GP","Face-to-Face",4370839,11701877,0,0,4370839,11701877,37.35
"152",2020-07-01,"GP","Home Visit",49225,11701877,0,0,49225,11701877,0.42
"153",2020-07-01,"GP","Telephone",6969296,11701877,0,0,6969296,11701877,59.56
"154",2020-07-01,"GP","Unknown",269566,11701877,0,0,269566,11701877,2.3
"155",2020-07-01,"GP","Video/Online",42951,11701877,0,0,42951,11701877,0.37
"156",2020-08-01,"GP","Face-to-Face",4056318,10483300,0,0,4056318,10483300,38.69
"157",2020-08-01,"GP","Home Visit",43601,10483300,0,0,43601,10483300,0.42
"158",2020-08-01,"GP","Telephone",6130121,10483300,0,0,6130121,10483300,58.48
"159",2020-08-01,"GP","Unknown",211362,10483300,0,0,211362,10483300,2.02
"160",2020-08-01,"GP","Video/Online",41898,10483300,0,0,41898,10483300,0.4
"161",2020-09-01,"GP","Face-to-Face",5481945,13187283,0,0,5481945,13187283,41.57
"162",2020-09-01,"GP","Home Visit",53105,13187283,0,0,53105,13187283,0.4
"163",2020-09-01,"GP","Telephone",7350344,13187283,0,0,7350344,13187283,55.74
"164",2020-09-01,"GP","Unknown",244105,13187283,0,0,244105,13187283,1.85
"165",2020-09-01,"GP","Video/Online",57784,13187283,0,0,57784,13187283,0.44
"166",2020-10-01,"GP","Face-to-Face",5670501,13182328,0,0,5670501,13182328,43.02
"167",2020-10-01,"GP","Home Visit",54166,13182328,0,0,54166,13182328,0.41
"168",2020-10-01,"GP","Telephone",7178182,13182328,0,0,7178182,13182328,54.45
"169",2020-10-01,"GP","Unknown",222421,13182328,0,0,222421,13182328,1.69
"170",2020-10-01,"GP","Video/Online",57058,13182328,0,0,57058,13182328,0.43
"171",2020-11-01,"GP","Face-to-Face",5064530,12501636,0,0,5064530,12501636,40.51
"172",2020-11-01,"GP","Home Visit",52835,12501636,0,0,52835,12501636,0.42
"173",2020-11-01,"GP","Telephone",7133817,12501636,0,0,7133817,12501636,57.06
"174",2020-11-01,"GP","Unknown",196305,12501636,0,0,196305,12501636,1.57
"175",2020-11-01,"GP","Video/Online",54149,12501636,0,0,54149,12501636,0.43
"176",2020-12-01,"GP","Face-to-Face",4822516,11759706,0,0,4822516,11759706,41.01
"177",2020-12-01,"GP","Home Visit",51853,11759706,0,0,51853,11759706,0.44
"178",2020-12-01,"GP","Telephone",6655046,11759706,0,0,6655046,11759706,56.59
"179",2020-12-01,"GP","Unknown",178876,11759706,0,0,178876,11759706,1.52
"180",2020-12-01,"GP","Video/Online",51415,11759706,0,0,51415,11759706,0.44
"181",2021-01-01,"GP","Face-to-Face",4652563,11791406,0,0,4652563,11791406,39.46
"182",2021-01-01,"GP","Home Visit",49188,11791406,0,0,49188,11791406,0.42
"183",2021-01-01,"GP","Telephone",6865432,11791406,0,0,6865432,11791406,58.22
"184",2021-01-01,"GP","Unknown",173462,11791406,0,0,173462,11791406,1.47
"185",2021-01-01,"GP","Video/Online",50761,11791406,0,0,50761,11791406,0.43
"186",2021-02-01,"GP","Face-to-Face",4716589,11813672,0,0,4716589,11813672,39.92
"187",2021-02-01,"GP","Home Visit",50327,11813672,0,0,50327,11813672,0.43
"188",2021-02-01,"GP","Telephone",6824058,11813672,0,0,6824058,11813672,57.76
"189",2021-02-01,"GP","Unknown",172321,11813672,0,0,172321,11813672,1.46
"190",2021-02-01,"GP","Video/Online",50377,11813672,0,0,50377,11813672,0.43
"191",2021-03-01,"GP","Face-to-Face",5885308,14374261,0,0,5885308,14374261,40.94
"192",2021-03-01,"GP","Home Visit",60375,14374261,0,0,60375,14374261,0.42
"193",2021-03-01,"GP","Telephone",8150061,14374261,0,0,8150061,14374261,56.7
"194",2021-03-01,"GP","Unknown",216214,14374261,0,0,216214,14374261,1.5
"195",2021-03-01,"GP","Video/Online",62303,14374261,0,0,62303,14374261,0.43
"196",2021-04-01,"GP","Face-to-Face",5241990,12445618,0,0,5241990,12445618,42.12
"197",2021-04-01,"GP","Home Visit",56886,12445618,0,0,56886,12445618,0.46
"198",2021-04-01,"GP","Telephone",6914902,12445618,0,0,6914902,12445618,55.56
"199",2021-04-01,"GP","Unknown",179871,12445618,0,0,179871,12445618,1.45
"200",2021-04-01,"GP","Video/Online",51969,12445618,0,0,51969,12445618,0.42
"201",2021-05-01,"GP","Face-to-Face",5317869,12312630,0,0,5317869,12312630,43.19
"202",2021-05-01,"GP","Home Visit",57571,12312630,0,0,57571,12312630,0.47
"203",2021-05-01,"GP","Telephone",6748729,12312630,0,0,6748729,12312630,54.81
"204",2021-05-01,"GP","Unknown",137939,12312630,0,0,137939,12312630,1.12
"205",2021-05-01,"GP","Video/Online",50522,12312630,0,0,50522,12312630,0.41
"206",2021-06-01,"GP","Face-to-Face",6179337,14024765,0,0,6179337,14024765,44.06
"207",2021-06-01,"GP","Home Visit",66794,14024765,0,0,66794,14024765,0.48
"208",2021-06-01,"GP","Telephone",7571851,14024765,0,0,7571851,14024765,53.99
"209",2021-06-01,"GP","Unknown",148128,14024765,0,0,148128,14024765,1.06
"210",2021-06-01,"GP","Video/Online",58655,14024765,0,0,58655,14024765,0.42
"211",2021-07-01,"GP","Face-to-Face",5928170,13311036,0,0,5928170,13311036,44.54
"212",2021-07-01,"GP","Home Visit",65800,13311036,0,0,65800,13311036,0.49
"213",2021-07-01,"GP","Telephone",7128789,13311036,0,0,7128789,13311036,53.56
"214",2021-07-01,"GP","Unknown",133417,13311036,0,0,133417,13311036,1
"215",2021-07-01,"GP","Video/Online",54860,13311036,0,0,54860,13311036,0.41
"216",2021-08-01,"GP","Face-to-Face",5566133,12273822,0,0,5566133,12273822,45.35
"217",2021-08-01,"GP","Home Visit",63630,12273822,0,0,63630,12273822,0.52
"218",2021-08-01,"GP","Telephone",6462133,12273822,0,0,6462133,12273822,52.65
"219",2021-08-01,"GP","Unknown",131189,12273822,0,0,131189,12273822,1.07
"220",2021-08-01,"GP","Video/Online",50737,12273822,0,0,50737,12273822,0.41
"221",2021-09-01,"GP","Face-to-Face",7002152,14459445,0,0,7002152,14459445,48.43
"222",2021-09-01,"GP","Home Visit",70786,14459445,0,0,70786,14459445,0.49
"223",2021-09-01,"GP","Telephone",7174856,14459445,0,0,7174856,14459445,49.62
"224",2021-09-01,"GP","Unknown",148373,14459445,0,0,148373,14459445,1.03
"225",2021-09-01,"GP","Video/Online",63278,14459445,0,0,63278,14459445,0.44
"226",2021-10-01,"GP","Face-to-Face",7271245,14294976,0,0,7271245,14294976,50.87
"227",2021-10-01,"GP","Home Visit",70599,14294976,0,0,70599,14294976,0.49
"228",2021-10-01,"GP","Telephone",6719639,14294976,0,0,6719639,14294976,47.01
"229",2021-10-01,"GP","Unknown",162249,14294976,0,0,162249,14294976,1.14
"230",2021-10-01,"GP","Video/Online",71244,14294976,0,0,71244,14294976,0.5
"231",2021-11-01,"GP","Face-to-Face",7514482,14890874,0,0,7514482,14890874,50.46
"232",2021-11-01,"GP","Home Visit",81131,14890874,0,0,81131,14890874,0.54
"233",2021-11-01,"GP","Telephone",7058494,14890874,0,0,7058494,14890874,47.4
"234",2021-11-01,"GP","Unknown",160386,14890874,0,0,160386,14890874,1.08
"235",2021-11-01,"GP","Video/Online",76381,14890874,0,0,76381,14890874,0.51
"236",2021-12-01,"GP","Face-to-Face",6235525,12648107,0,0,6235525,12648107,49.3
"237",2021-12-01,"GP","Home Visit",73418,12648107,0,0,73418,12648107,0.58
"238",2021-12-01,"GP","Telephone",6146727,12648107,0,0,6146727,12648107,48.6
"239",2021-12-01,"GP","Unknown",131534,12648107,0,0,131534,12648107,1.04
"240",2021-12-01,"GP","Video/Online",60903,12648107,0,0,60903,12648107,0.48
"241",2022-01-01,"GP","Face-to-Face",6398804,13132651,0,0,6398804,13132651,48.72
"242",2022-01-01,"GP","Home Visit",72107,13132651,0,0,72107,13132651,0.55
"243",2022-01-01,"GP","Telephone",6468613,13132651,0,0,6468613,13132651,49.26
"244",2022-01-01,"GP","Unknown",129196,13132651,0,0,129196,13132651,0.98
"245",2022-01-01,"GP","Video/Online",63931,13132651,0,0,63931,13132651,0.49
"246",2022-02-01,"GP","Face-to-Face",4037933,8094107,0,0,4037933,8094107,49.89
"247",2022-02-01,"GP","Home Visit",49362,8094107,0,0,49362,8094107,0.61
"248",2022-02-01,"GP","Telephone",3899586,8094107,0,0,3899586,8094107,48.18
"249",2022-02-01,"GP","Unknown",74112,8094107,0,0,74112,8094107,0.92
"250",2022-02-01,"GP","Video/Online",33114,8094107,0,0,33114,8094107,0.41
"251",2022-03-01,"GP","Face-to-Face",4854683,9521475,0,0,4854683,9521475,50.99
"252",2022-03-01,"GP","Home Visit",58358,9521475,0,0,58358,9521475,0.61
"253",2022-03-01,"GP","Telephone",4489950,9521475,0,0,4489950,9521475,47.16
"254",2022-03-01,"GP","Unknown",78646,9521475,0,0,78646,9521475,0.83
"255",2022-03-01,"GP","Video/Online",39838,9521475,0,0,39838,9521475,0.42
"256",2022-04-01,"GP","Face-to-Face",3875230,7453571,0,0,3875230,7453571,51.99
"257",2022-04-01,"GP","Home Visit",49003,7453571,0,0,49003,7453571,0.66
"258",2022-04-01,"GP","Telephone",3437859,7453571,0,0,3437859,7453571,46.12
"259",2022-04-01,"GP","Unknown",59551,7453571,0,0,59551,7453571,0.8
"260",2022-04-01,"GP","Video/Online",31928,7453571,0,0,31928,7453571,0.43
"261",2022-05-01,"GP","Face-to-Face",7483968,13785188,0,0,7483968,13785188,54.29
"262",2022-05-01,"GP","Home Visit",84434,13785188,0,0,84434,13785188,0.61
"263",2022-05-01,"GP","Telephone",6032210,13785188,0,0,6032210,13785188,43.76
"264",2022-05-01,"GP","Unknown",114602,13785188,0,0,114602,13785188,0.83
"265",2022-05-01,"GP","Video/Online",69974,13785188,0,0,69974,13785188,0.51
"266",2022-06-01,"GP","Face-to-Face",7118338,12885050,0,0,7118338,12885050,55.24
"267",2022-06-01,"GP","Home Visit",79552,12885050,0,0,79552,12885050,0.62
"268",2022-06-01,"GP","Telephone",5518305,12885050,0,0,5518305,12885050,42.83
"269",2022-06-01,"GP","Unknown",103033,12885050,0,0,103033,12885050,0.8
"270",2022-06-01,"GP","Video/Online",65822,12885050,0,0,65822,12885050,0.51
"271",2022-07-01,"GP","Face-to-Face",7078298,12707475,0,0,7078298,12707475,55.7
"272",2022-07-01,"GP","Home Visit",80501,12707475,0,0,80501,12707475,0.63
"273",2022-07-01,"GP","Telephone",5381123,12707475,0,0,5381123,12707475,42.35
"274",2022-07-01,"GP","Unknown",99953,12707475,0,0,99953,12707475,0.79
"275",2022-07-01,"GP","Video/Online",67600,12707475,0,0,67600,12707475,0.53
"276",2022-08-01,"GP","Face-to-Face",7256220,12829386,0,0,7256220,12829386,56.56
"277",2022-08-01,"GP","Home Visit",85905,12829386,0,0,85905,12829386,0.67
"278",2022-08-01,"GP","Telephone",5317522,12829386,0,0,5317522,12829386,41.45
"279",2022-08-01,"GP","Unknown",100575,12829386,0,0,100575,12829386,0.78
"280",2022-08-01,"GP","Video/Online",69164,12829386,0,0,69164,12829386,0.54
"281",2022-09-01,"GP","Face-to-Face",7944233,13562299,0,0,7944233,13562299,58.58
"282",2022-09-01,"GP","Home Visit",88716,13562299,0,0,88716,13562299,0.65
"283",2022-09-01,"GP","Telephone",5348023,13562299,0,0,5348023,13562299,39.43
"284",2022-09-01,"GP","Unknown",98664,13562299,0,0,98664,13562299,0.73
"285",2022-09-01,"GP","Video/Online",82663,13562299,0,0,82663,13562299,0.61
"286",2022-10-01,"GP","Face-to-Face",8648925,14173871,0,0,8648925,14173871,61.02
"287",2022-10-01,"GP","Home Visit",93558,14173871,0,0,93558,14173871,0.66
"288",2022-10-01,"GP","Telephone",5246147,14173871,0,0,5246147,14173871,37.01
"289",2022-10-01,"GP","Unknown",100170,14173871,0,0,100170,14173871,0.71
"290",2022-10-01,"GP","Video/Online",85071,14173871,0,0,85071,14173871,0.6
"291",2022-11-01,"GP","Face-to-Face",8801778,14592476,0,0,8801778,14592476,60.32
"292",2022-11-01,"GP","Home Visit",100858,14592476,0,0,100858,14592476,0.69
"293",2022-11-01,"GP","Telephone",5503351,14592476,0,0,5503351,14592476,37.71
"294",2022-11-01,"GP","Unknown",97831,14592476,0,0,97831,14592476,0.67
"295",2022-11-01,"GP","Video/Online",88658,14592476,0,0,88658,14592476,0.61
"296",2022-12-01,"GP","Face-to-Face",8049062,13262053,0,0,8049062,13262053,60.69
"297",2022-12-01,"GP","Home Visit",95831,13262053,0,0,95831,13262053,0.72
"298",2022-12-01,"GP","Telephone",4953455,13262053,0,0,4953455,13262053,37.35
"299",2022-12-01,"GP","Unknown",86500,13262053,0,0,86500,13262053,0.65
"300",2022-12-01,"GP","Video/Online",77205,13262053,0,0,77205,13262053,0.58
"301",2023-01-01,"GP","Face-to-Face",8720849,14275754,0,0,8720849,14275754,61.09
"302",2023-01-01,"GP","Home Visit",106815,14275754,0,0,106815,14275754,0.75
"303",2023-01-01,"GP","Telephone",5266539,14275754,0,0,5266539,14275754,36.89
"304",2023-01-01,"GP","Unknown",89825,14275754,0,0,89825,14275754,0.63
"305",2023-01-01,"GP","Video/Online",91726,14275754,0,0,91726,14275754,0.64
"306",2023-02-01,"GP","Face-to-Face",8107680,13117840,0,0,8107680,13117840,61.81
"307",2023-02-01,"GP","Home Visit",96201,13117840,0,0,96201,13117840,0.73
"308",2023-02-01,"GP","Telephone",4749433,13117840,0,0,4749433,13117840,36.21
"309",2023-02-01,"GP","Unknown",80065,13117840,0,0,80065,13117840,0.61
"310",2023-02-01,"GP","Video/Online",84461,13117840,0,0,84461,13117840,0.64
"311",2023-03-01,"GP","Face-to-Face",9390730,15198581,0,0,9390730,15198581,61.79
"312",2023-03-01,"GP","Home Visit",113679,15198581,0,0,113679,15198581,0.75
"313",2023-03-01,"GP","Telephone",5501265,15198581,0,0,5501265,15198581,36.2
"314",2023-03-01,"GP","Unknown",86583,15198581,0,0,86583,15198581,0.57
"315",2023-03-01,"GP","Video/Online",106324,15198581,0,0,106324,15198581,0.7
"316",2023-04-01,"GP","Face-to-Face",6963887,11419332,196703,258668,7160590,11678000,61.32
"317",2023-04-01,"GP","Home Visit",96604,11419332,1733,258668,98337,11678000,0.84
"318",2023-04-01,"GP","Telephone",4169455,11419332,60087,258668,4229542,11678000,36.22
"319",2023-04-01,"GP","Unknown",84709,11419332,75,258668,84784,11678000,0.73
"320",2023-04-01,"GP","Video/Online",104677,11419332,0,0,104677,11419332,0.92
"321",2023-05-01,"GP","Face-to-Face",8076066,13201465,202945,269693,8279011,13471158,61.46
"322",2023-05-01,"GP","Home Visit",117950,13201465,2080,269693,120030,13471158,0.89
"323",2023-05-01,"GP","Telephone",4732512,13201465,64395,269693,4796907,13471158,35.61
"324",2023-05-01,"GP","Unknown",100143,13201465,100,269693,100243,13471158,0.74
